H;HIFK;Verneri Arkko;1;0;0;0;230;1
H;KooKoo;Joona Riekkinen;1;0;0;0;1023;-1
H;Tappara;Otto Rauhala;1;0;0;0;466;-1
H;KalPa;David Timofejev;0;0;0;0;0;0
H;Sport;Kalle Kangas;4;0;0;0;676;0
H;KalPa;Anton Karlsson;1;0;0;0;149;0
H;Pelicans;Valtteri Nurmi;0;0;0;0;0;0
H;Kärpät;Arttu Paaso;2;0;0;0;644;-1
H;Ässät;Valtteri Lipiäinen;0;0;0;0;0;0
H;Lukko;Leo Tuuva;0;0;0;0;0;0
H;HPK;Eerik Wallenius;0;0;0;0;0;0
H;Ässät;Juuso Pulli;3;0;0;0;430;0
H;K-Espoo;Miro Keskitalo;3;0;0;0;740;3
H;TPS;Petteri Lindbohm;0;0;0;0;0;0
H;Tappara;Vilho Vanhatalo;0;0;0;0;0;0
H;TPS;Kasper Pikkarainen;0;0;0;0;0;0
H;Pelicans;Onni Käyhkö;1;0;0;0;363;0
H;Ilves;John Nyberg;3;0;0;0;992;-1
H;KooKoo;Verner Miettinen;1;0;0;0;669;-1
H;Jukurit;Johan Fisk;0;0;0;0;0;0
H;Jokerit;Alexander Forslund;2;0;0;0;582;-5
H;HPK;Valtteri Piironen;2;0;0;0;376;0
H;SaiPa;Saku Salminen;1;0;0;0;474;-1
H;SaiPa;Joonas Rajala;0;0;0;0;0;0
H;TPS;Niklas Ylitalo;3;0;0;0;482;-1
H;KalPa;Otto Somppi;3;0;0;0;514;0
H;Tappara;Kasper Simontaival;1;0;0;0;572;-1
H;JYP;Eetu Peltola;2;0;0;0;1234;2
H;Ilves;Arttu Niskanen;1;0;0;0;647;0
H;Ässät;Maxim Saarimäki;0;0;0;0;0;0
H;Pelicans;Mikko Kousa;0;0;0;0;0;0
H;HPK;Akseli Ketonen;0;0;0;0;0;-2
H;HPK;Rasmus Tallqvist;0;0;0;0;0;0
H;Jokerit;Valtteri Pulli;2;0;0;0;640;-5
H;Jukurit;Verner Valojärvi;0;0;0;0;0;0
H;SaiPa;Miro Tauslahti;0;0;0;0;0;0
H;Tappara;Niclas Almari;1;0;0;0;575;-1
H;HIFK;Viljami Savolainen;0;0;0;0;0;0
H;Pelicans;Eelis Teutari;3;0;0;0;651;-1
H;Tappara;Ondrej Pavel;1;0;0;0;355;-1
H;HPK;Oliver Kopiloff;1;0;0;0;167;0
H;Jukurit;Luka Tiihonen;0;0;0;0;0;0
H;TPS;Oliver Lauridsen;0;0;0;0;0;0
H;Sport;Akseli Harju;0;0;0;0;0;0
H;KooKoo;Santeri Sulku;2;0;0;0;582;0
H;Lukko;Jakub Floris;0;0;0;0;0;0
H;Pelicans;Samuel Huzevka;0;0;0;0;0;0
H;K-Espoo;Janne Hämäläinen;3;0;0;0;549;-2
H;Jokerit;Olli Juolevi;0;0;0;0;0;0
H;Jokerit;Oskari Manninen;1;0;0;0;300;-3
H;HIFK;Ottoville Leppänen;3;0;0;0;841;-4
H;TPS;Veli-Matti Savinainen;0;0;0;0;0;0
H;Jukurit;Alex Lintuniemi;2;0;0;0;926;-3
H;Jokerit;Miks Tumanovs;2;0;0;0;737;0
H;Jukurit;Elias Ruusu;4;0;0;0;620;3
H;Kärpät;Tuukka Tieksola;0;0;0;0;0;0
H;Kärpät;Tommi Tikka;2;0;0;0;823;0
H;Ässät;Petteri Nurmi;3;0;0;0;782;0
H;K-Espoo;Juho Keinänen;1;0;0;0;103;0
H;Ilves;Otto Latvala;3;0;0;0;823;0
H;Lukko;Jasu Mensonen;1;0;0;0;597;0
H;SaiPa;Vertti Svensk;0;0;0;0;0;0
H;Jokerit;Oliver Larsen;1;0;0;0;502;-3
H;K-Espoo;Tuomas Suoniemi;0;0;0;0;0;0
H;TPS;Vili Munkki;3;0;0;0;525;-1
H;KooKoo;Kim Nousiainen;2;0;0;0;1115;0
H;KooKoo;Tomas Mazura;0;0;0;0;0;0
H;Sport;Max Laatikainen;1;0;0;0;174;-2
H;Ilves;Eemil Laurell;0;0;0;0;0;0
H;KooKoo;Ville Meskanen;1;0;0;0;1154;1
H;KooKoo;Aleksi Pakaslahti;1;0;0;0;430;0
H;Jokerit;Oliver Suni;0;0;0;0;0;0
H;JYP;Sami Vatanen;1;0;0;0;1120;-1
H;JYP;Topias Liljamo;0;0;0;0;0;0
H;Pelicans;Carl-Johan Lerby;3;0;0;0;758;0
H;HIFK;Aatu Karjalainen;1;0;0;0;362;0
H;Pelicans;Onni Amhamdi;0;0;0;0;0;0
H;Ässät;Kasper Björkqvist;3;0;0;0;796;0
H;KooKoo;Ville Puhakka;1;0;0;0;938;-1
H;HPK;Gabriel Nitz;1;0;0;0;266;0
H;Tappara;Juho Piiparinen;1;0;0;0;286;-1
H;JYP;Julius Korjus;2;0;0;0;497;0
H;KalPa;Lukas Kanak;3;0;0;0;584;1
H;HPK;Ethan De Jong;3;0;0;0;658;-4
H;Jokerit;Rasmus Lahnaviik;0;0;0;0;0;0
H;K-Espoo;Ville Arkiomaa;0;0;0;0;0;0
H;HPK;Connor Maceachern;3;0;0;0;703;-4
H;HPK;Hugo Gabrielson;3;0;0;0;656;-5
H;Jukurit;Jiro Frilander;3;0;0;0;462;0
H;Lukko;Nuutti Viitasalo;2;0;0;0;712;2
H;TPS;Hannu Kuru;3;0;0;0;463;-1
H;TPS;Pyry Vilhunen;1;0;0;0;454;-1
H;HPK;Ilari Mäkinen;0;0;0;0;0;0
H;Jukurit;Arttu Kärki;4;0;0;0;812;-1
H;Sport;Charles Bertrand;4;0;0;0;658;-3
H;TPS;Ruben Rafkin;3;0;0;0;802;-1
H;Jokerit;Saku Forsblom;2;0;0;0;578;0
H;SaiPa;Einar Emanuelsson;1;0;0;0;387;-1
H;SaiPa;Andrew Peski;1;0;0;0;345;-1
H;HPK;Olli Korhonen;3;0;0;0;691;-5
H;KooKoo;Oskari Luoto;0;0;0;0;0;0
H;Lukko;Aapo Vanninen;2;0;0;0;526;0
H;Pelicans;Eerik Kolehmainen;0;0;0;0;0;0
H;Kärpät;Aleksi Antti-Roiko;2;0;0;0;770;0
H;HIFK;Niko Huuhtanen;3;0;0;0;949;-1
H;Pelicans;Hampus Falk;3;0;0;0;764;0
H;Ässät;Nestor Noiva;0;0;0;0;0;0
H;HIFK;Frans Karjalahti;1;0;0;0;221;0
H;Tappara;Ville Väärälä;0;0;0;0;0;0
H;Tappara;Julius Mattila;0;0;0;0;0;0
H;Ässät;Feetu Knihti;0;0;0;0;0;0
H;SaiPa;Otto Hokkanen;1;0;0;0;221;0
H;Ilves;Topias Hynninen;0;0;0;0;0;0
H;Jukurit;Bence Horvath;0;0;0;0;0;0
H;Tappara;William Wiå;1;0;0;0;241;-1
H;KooKoo;Vilmos Gallo;2;0;0;0;947;-1
H;Tappara;Olle Strandell;1;0;0;0;498;0
H;Ilves;Leo Lööf;3;0;0;0;950;-2
H;HPK;Vili Alitalo;3;0;0;0;384;-3
H;Tappara;Michael Lindqvist;1;0;0;0;938;0
H;Tappara;Jonne Tammela;0;0;0;0;0;0
H;Jokerit;Markus Hännikäinen;2;0;0;0;560;-1
H;Pelicans;Miro Väänänen;3;0;0;0;308;1
H;Jokerit;Miro Nalli;1;0;0;0;636;0
H;HPK;Heikki Huttunen;3;0;0;0;560;-2
H;Lukko;Arttu Välilä;2;0;0;0;630;2
H;HPK;Joonas Oden;3;0;0;0;693;-4
H;Pelicans;Einari Luhanka;2;0;0;0;445;-1
H;Tappara;Oliver Suvanto;1;0;0;0;506;-1
H;KooKoo;Niklas Nykyri;1;0;0;0;809;-1
H;JYP;Juuso Puustinen;2;0;0;0;699;-1
H;Jukurit;Rasmus Baggström;0;0;0;0;0;0
H;KooKoo;Ossi-Petteri Jaakola;2;0;0;0;799;0
